date,temperature,humidity,pressure,wind_speed,precipitation,season_sin,season_cos,rain
2026-02-04,24.3,22,1015.5,7.6,0.0,0.5667017563,0.8239230058,0
2026-02-05,22.4,47,1017.9,11.4,0.1,0.5808002735,0.8140460935,0
2026-02-06,23.1,47,1016.5,9.2,0.0,0.594726687,0.8039279618,0
2026-02-07,25.6,38,1012.6,9.4,0.0,0.6084768701,0.793571609,0
2026-02-08,24.3,56,1011.7,10.5,0.0,0.6220467484,0.7829801037,0
2026-02-09,23.3,50,1013.0,10.3,0.0,0.6354323009,0.7721565845,0
2026-02-10,27.1,41,1011.6,4.4,0.0,0.648629561,0.7611042587,0
2026-02-11,24.9,50,1008.3,15.7,1.1,0.6616346182,0.7498264012,1
2026-02-12,16.9,52,1015.3,17.8,0.0,0.6744436188,0.738326354,0
2026-02-13,18.4,48,1016.7,13.0,0.0,0.6870527672,0.7266075248,0
2026-02-14,22.2,48,1015.0,7.4,0.0,0.6994583271,0.714673386,0
2026-02-15,27.1,40,1010.3,10.5,0.0,0.7116566223,0.7025274742,0
2026-02-16,31.1,32,1006.2,12.6,0.0,0.7236440383,0.6901733882,0
2026-02-17,23.2,56,1006.3,16.3,0.9,0.735417023,0.677614789,1
2026-02-18,18.8,60,1013.3,9.6,0.0,0.7469720877,0.664855398,0
2026-02-19,21.2,61,1015.5,8.8,0.0,0.7583058085,0.6518989959,0
2026-02-20,25.6,42,1011.9,10.2,0.0,0.7694148269,0.6387494221,0
2026-02-21,25.1,48,1007.5,7.8,0.0,0.7802958511,0.625410573,0
2026-02-22,22.6,63,1004.9,11.7,0.9,0.7909456568,0.6118864013,1
2026-02-23,20.3,53,1010.5,9.0,0.0,0.8013610882,0.5981809144,0
2026-02-24,22.4,51,1010.9,11.9,0.0,0.811539059,0.5842981736,0
2026-02-25,21.5,53,1014.5,17.8,0.0,0.8214765533,0.5702422927,0
2026-02-26,24.3,43,1012.9,10.6,0.0,0.8311706264,0.5560174367,0
2026-02-27,27.5,43,1008.5,10.2,0.0,0.8406184056,0.5416278207,0
2026-02-28,23.3,83,1007.0,10.5,29.9,0.8498170915,0.5270777086,1
2026-03-01,22.9,90,1003.8,11.4,16.0,0.8587639583,0.5123714121,1
2026-03-02,18.8,79,1010.5,15.7,0.1,0.8674563547,0.4975132889,0
2026-03-03,17.1,69,1014.8,12.0,0.0,0.8758917051,0.4825077418,0
2026-03-04,17.7,73,1015.5,10.8,0.0,0.8840675099,0.4673592172,0
2026-03-05,17.6,73,1014.6,6.8,0.0,0.8919813465,0.4520722039,0
2026-03-06,18.2,78,1014.9,7.2,0.0,0.8996308697,0.436651232,0
2026-03-07,18.6,69,1016.1,12.0,0.0,0.9070138128,0.4211008708,0
2026-03-08,17.6,61,1015.2,12.0,0.0,0.9141279882,0.4054257284,0
2026-03-09,17.6,70,1012.7,7.1,0.0,0.9209712877,0.3896304495,0
2026-03-10,22.6,47,1008.9,6.4,0.0,0.9275416836,0.3737197148,0
2026-03-11,19.6,56,1010.0,18.0,0.1,0.9338372288,0.3576982388,0
2026-03-12,16.7,60,1018.6,14.9,0.0,0.9398560579,0.3415707692,0
2026-03-13,16.9,53,1023.8,8.7,0.0,0.9455963874,0.3253420847,0
2026-03-14,19.8,53,1022.3,6.7,0.0,0.9510565163,0.3090169944,0
2026-03-15,22.9,42,1017.5,8.5,0.0,0.9562348266,0.2926003356,0
2026-03-16,18.7,80,1014.7,4.8,17.3,0.9611297839,0.2760969731,1
2026-03-17,19.5,81,1015.9,8.8,1.6,0.9657399377,0.2595117971,1
2026-03-18,20.5,82,1018.0,6.9,2.3,0.9700639219,0.2428497221,1
2026-03-19,20.4,75,1018.3,7.1,0.0,0.9741004552,0.2261156855,0
2026-03-20,19.1,80,1018.2,5.8,0.1,0.9778483415,0.209314646,0
2026-03-21,17.7,79,1019.4,4.6,0.0,0.9813064703,0.192451582,0
2026-03-22,19.5,69,1019.0,6.2,0.0,0.9844738168,0.1755314904,0
2026-03-23,23.8,49,1016.5,6.7,0.0,0.9873494424,0.1585593851,0
2026-03-24,24.9,52,1013.4,6.6,0.0,0.9899324951,0.1415402952,0
2026-03-25,21.7,68,1015.1,9.8,0.7,0.9922222094,0.1244792639,1
2026-03-26,16.3,61,1021.3,21.4,0.3,0.9942179069,0.1073813467,1
2026-03-27,15.2,55,1025.8,16.9,0.0,0.9959189961,0.09025161,0
2026-03-28,16.3,74,1024.2,8.1,0.6,0.9973249731,0.0730951299,1
2026-03-29,18.4,66,1020.4,7.7,0.0,0.9984354212,0.0559169901,0
2026-03-30,21.8,53,1018.9,9.1,0.0,0.9992500112,0.0387222809,0
2026-03-31,23.9,37,1014.7,14.5,0.1,0.999768502,0.0215160974,0
2026-04-01,19.3,74,1019.5,8.6,5.2,0.9999907397,0.0043035383,1
2026-04-02,16.9,72,1024.0,6.6,0.0,0.9999166587,-0.0129102961,0
2026-04-03,17.3,65,1025.6,10.4,0.0,0.9995462807,-0.0301203048,0
2026-04-04,19.5,44,1022.6,9.9,0.0,0.9988797156,-0.0473213883,0
2026-04-05,19.6,62,1018.8,10.0,9.2,0.9979171609,-0.0645084494,1
2026-04-06,20.2,77,1014.8,10.5,0.7,0.9966589018,-0.0816763953,1
2026-04-07,16.4,72,1017.2,10.9,0.3,0.9951053111,-0.0988201387,1
2026-04-08,16.3,79,1013.6,10.5,40.1,0.9932568493,-0.1159345996,1
2026-04-09,18.9,85,1010.7,16.4,23.8,0.991114064,-0.1330147065,1
2026-04-10,15.9,68,1014.7,25.0,1.5,0.9886775902,-0.1500553983,1
2026-04-11,14.3,66,1017.4,21.4,1.1,0.98594815,-0.1670516255,1
2026-04-12,15.0,74,1020.9,17.2,0.5,0.982926552,-0.1839983517,1
2026-04-13,14.7,83,1024.8,4.8,1.2,0.9796136916,-0.2008905551,1
2026-04-14,14.3,81,1023.9,6.2,0.4,0.9760105506,-0.2177232304,1
2026-04-15,15.1,77,1020.5,5.1,0.0,0.9721181966,-0.2344913896,0
2026-04-16,16.8,72,1017.1,6.2,0.0,0.967937783,-0.2511900639,0
2026-04-17,15.2,72,1020.3,9.4,0.0,0.9634705486,-0.2678143052,0
2026-04-18,16.4,55,1020.1,11.1,0.0,0.958717817,-0.2843591873,0
2026-04-19,19.3,65,1019.7,10.6,0.4,0.9536809966,-0.3008198076,1
2026-04-20,17.0,82,1023.3,6.0,0.0,0.94836158,-0.3171912886,0
2026-04-21,21.2,55,1021.1,11.2,0.0,0.9427611434,-0.3334687789,0
2026-04-22,20.9,52,1022.0,8.1,0.0,0.9368813463,-0.3496474553,0
2026-04-23,20.9,45,1023.8,9.3,0.0,0.930723931,-0.3657225235,0
2026-04-24,20.6,39,1024.0,11.9,0.0,0.9242907222,-0.3816892203,0
2026-04-25,21.5,42,1021.0,13.3,0.0,0.9175836261,-0.3975428143,0
2026-04-26,17.0,80,1021.3,8.7,1.8,0.9106046301,-0.4132786078,1
2026-04-27,15.9,74,1023.4,7.5,0.0,0.9033558023,-0.4288919379,0
2026-04-28,18.5,62,1022.8,6.2,0.0,0.8958392907,-0.4443781781,0
2026-04-29,20.6,47,1023.3,10.0,0.0,0.8880573226,-0.4597327395,0
2026-04-30,22.0,35,1020.6,13.0,0.0,0.880012204,-0.4749510721,0
2026-05-01,23.2,36,1015.6,18.1,0.0,0.8717063187,-0.4900286664,0
2026-05-02,19.0,64,1009.7,19.2,13.9,0.863142128,-0.5049610547,1
2026-05-03,15.0,72,1011.0,26.4,8.6,0.8543221697,-0.5197438122,1
2026-05-04,15.1,78,1015.1,18.0,15.3,0.8452490574,-0.5343725583,1
2026-05-05,14.6,78,1023.0,6.2,0.7,0.8359254794,-0.5488429583,1
2026-05-06,14.7,79,1023.6,13.1,2.7,0.8263541987,-0.5631507243,1
2026-05-07,13.3,62,1029.6,16.0,0.0,0.8165380514,-0.5772916166,0
2026-05-08,14.7,79,1030.1,14.9,0.4,0.8064799463,-0.5912614449,1
2026-05-09,14.0,85,1029.4,6.4,0.0,0.7961828638,-0.6050560696,0
2026-05-10,13.2,83,1029.5,6.7,0.0,0.7856498551,-0.6186714033,0
2026-05-11,14.0,84,1030.2,6.0,0.0,0.7748840414,-0.6321034112,0
2026-05-12,15.3,76,1029.4,5.6,0.0,0.7638886128,-0.6453481132,0
2026-05-13,18.6,62,1027.5,8.8,0.1,0.7526668275,-0.6584015847,0
2026-05-14,18.6,62,1024.6,9.5,0.0,0.7412220108,-0.6712599576,0
2026-05-15,17.7,69,1018.8,17.1,7.1,0.7295575541,-0.6839194216,1
2026-05-16,16.1,87,1014.9,9.9,7.0,0.7176769137,-0.6963762256,1
2026-05-17,15.4,91,1017.8,5.1,2.7,0.7055836101,-0.7086266783,1
2026-05-18,14.1,87,1018.8,7.1,1.5,0.6932812269,-0.7206671496,1
2026-05-19,15.0,78,1021.5,13.6,3.5,0.6807734095,-0.7324940716,1
2026-05-20,14.8,83,1026.6,8.9,2.3,0.6680638642,-0.7441039399,1
2026-05-21,12.9,82,1029.0,7.3,0.0,0.6551563572,-0.7554933141,0
2026-05-22,13.9,70,1024.5,9.7,0.0,0.6420547132,-0.7666588193,0
2026-05-23,15.5,70,1020.0,11.1,0.2,0.6287628146,-0.777597147,0
2026-05-24,13.4,87,1017.2,13.4,11.8,0.6152846,-0.7883050558,1
2026-05-25,12.7,78,1015.9,15.9,2.6,0.6016240632,-0.7987793729,1
2026-05-26,13.3,76,1016.9,7.4,0.0,0.5877852523,-0.8090169944,0
2026-05-27,13.4,92,1018.9,3.8,2.1,0.5737722679,-0.8190148867,1
2026-05-28,13.1,93,1017.6,4.1,0.0,0.5595892624,-0.8287700872,0
2026-05-29,13.9,89,1011.9,11.8,4.4,0.5452404385,-0.8382797052,1
2026-05-30,14.1,77,1010.7,19.7,9.3,0.5307300482,-0.8475409229,1
2026-05-31,13.6,71,1014.3,13.7,1.3,0.516062391,-0.8565509959,1
