date,temperature,humidity,pressure,wind_speed,precipitation,rain
2023-12-31,0.3674911660777385,0.5733333333333334,0.5611111111111123,0.2323943661971831,0.0,0
2024-01-01,0.46643109540636046,0.5733333333333334,0.4388888888888876,0.27112676056338025,0.0,0
2024-01-02,0.5335689045936397,0.6,0.33055555555555494,0.29225352112676056,0.2,0
2024-01-03,0.48056537102473507,0.7866666666666666,0.3611111111111111,0.25704225352112675,1.5,1
2024-01-04,0.6042402826855124,0.6666666666666666,0.4388888888888876,0.22183098591549294,0.0,0
2024-01-05,0.6996466431095407,0.4533333333333333,0.4222222222222235,0.30985915492957744,0.0,0
2024-01-06,0.5371024734982333,0.8533333333333334,0.3277777777777765,0.1091549295774648,19.8,1
2024-01-07,0.4911660777385159,0.96,0.2472222222222216,0.34859154929577457,36.4,1
2024-01-08,0.4134275618374558,0.7466666666666667,0.4027777777777778,0.4612676056338027,0.0,0
2024-01-09,0.39929328621908133,0.88,0.3694444444444432,0.14788732394366197,0.0,0
2024-01-10,0.41696113074204955,0.76,0.41944444444444506,0.23943661971830985,0.0,0
2024-01-11,0.5159010600706715,0.6533333333333333,0.4722222222222222,0.1725352112676056,0.0,0
2024-01-12,0.6678445229681979,0.38666666666666666,0.38611111111111046,0.35915492957746475,0.0,0
2024-01-13,0.6254416961130742,0.41333333333333333,0.4083333333333346,0.48591549295774644,0.0,0
2024-01-14,0.530035335689046,0.44,0.4500000000000013,0.1795774647887324,0.0,0
2024-01-15,0.6501766784452297,0.48,0.31666666666666604,0.27464788732394363,0.0,0
2024-01-16,0.6572438162544171,0.5333333333333333,0.18611111111111237,0.4366197183098591,0.4,1
2024-01-17,0.3745583038869259,0.6266666666666667,0.29444444444444506,0.584507042253521,5.7,1
2024-01-18,0.36042402826855124,0.5733333333333334,0.3388888888888901,0.43309859154929575,0.0,0
2024-01-19,0.4275618374558305,0.5733333333333334,0.25277777777777843,0.1619718309859155,0.0,0
2024-01-20,0.6325088339222615,0.30666666666666664,0.1305555555555568,0.38028169014084506,0.0,0
2024-01-21,0.41696113074204955,0.6,0.32222222222222285,0.4436619718309858,0.0,0
2024-01-22,0.5265017667844523,0.48,0.3333333333333333,0.1795774647887324,0.0,0
2024-01-23,0.8056537102473499,0.12,0.18055555555555555,0.35563380281690143,0.0,0
2024-01-24,0.6042402826855124,0.6,0.24166666666666792,0.22887323943661972,1.2,1
2024-01-25,0.44876325088339225,0.8,0.2694444444444457,0.23591549295774647,19.9,1
2024-01-26,0.39929328621908133,0.6533333333333333,0.35000000000000064,0.5352112676056338,0.2,0
2024-01-27,0.3674911660777385,0.6933333333333334,0.3611111111111111,0.3309859154929577,0.0,0
2024-01-28,0.4204946996466431,0.7733333333333333,0.3194444444444444,0.1408450704225352,0.0,0
2024-01-29,0.5053003533568905,0.64,0.31666666666666604,0.2957746478873239,0.0,0
2024-01-30,0.41696113074204955,0.7066666666666667,0.4444444444444444,0.3873239436619718,0.0,0
2024-01-31,0.4063604240282686,0.6133333333333333,0.5361111111111099,0.42605633802816906,0.0,0
2024-02-01,0.4204946996466431,0.7066666666666667,0.5,0.41197183098591544,0.0,0
2024-02-02,0.4593639575971732,0.7333333333333333,0.4166666666666667,0.278169014084507,0.0,0
2024-02-03,0.5618374558303887,0.5066666666666667,0.2555555555555568,0.1267605633802817,0.0,0
2024-02-04,0.6466431095406361,0.4,0.052777777777777146,0.35563380281690143,0.0,0
2024-02-05,0.43109540636042404,0.56,0.3055555555555556,0.5457746478873239,0.0,0
2024-02-06,0.39222614840989406,0.5066666666666667,0.5805555555555549,0.41197183098591544,0.0,0
2024-02-07,0.39222614840989406,0.6533333333333333,0.6722222222222235,0.3732394366197183,0.0,0
2024-02-08,0.43109540636042404,0.6,0.6611111111111099,0.3838028169014084,0.0,0
2024-02-09,0.46643109540636046,0.5733333333333334,0.6555555555555562,0.34859154929577457,0.0,0
2024-02-10,0.5229681978798587,0.49333333333333335,0.5888888888888901,0.1795774647887324,0.0,0
2024-02-11,0.5512367491166079,0.5066666666666667,0.4500000000000013,0.1408450704225352,0.0,0
2024-02-12,0.6501766784452297,0.4266666666666667,0.3333333333333333,0.08450704225352114,0.0,0
2024-02-13,0.4982332155477033,0.5866666666666667,0.3138888888888876,0.49999999999999994,0.0,0
2024-02-14,0.3886925795053004,0.41333333333333333,0.5333333333333345,0.4190140845070422,0.0,0
2024-02-15,0.3851590106007067,0.48,0.5722222222222229,0.3626760563380282,0.0,0
2024-02-16,0.46289752650176685,0.48,0.5527777777777771,0.278169014084507,0.0,0
2024-02-17,0.5229681978798587,0.41333333333333333,0.5444444444444451,0.2676056338028169,0.0,0
2024-02-18,0.5830388692579506,0.3333333333333333,0.5138888888888888,0.30281690140845074,0.0,0
2024-02-19,0.6007067137809188,0.37333333333333335,0.45555555555555494,0.2816901408450704,0.0,0
2024-02-20,0.7243816254416962,0.16,0.2916666666666667,0.48943661971830976,0.1,0
2024-02-21,0.7314487632508835,0.24,0.2194444444444438,0.352112676056338,0.0,0
2024-02-22,0.5830388692579506,0.5066666666666667,0.2194444444444438,0.39084507042253525,0.0,0
2024-02-23,0.4063604240282686,0.52,0.4861111111111111,0.6478873239436619,0.2,0
2024-02-24,0.4452296819787987,0.4666666666666667,0.5083333333333321,0.27112676056338025,0.0,0
2024-02-25,0.530035335689046,0.30666666666666664,0.41388888888888825,0.2852112676056338,0.0,0
2024-02-26,0.5159010600706715,0.56,0.44166666666666604,0.15845070422535212,0.0,0
2024-02-27,0.7173144876325089,0.24,0.2583333333333321,0.19366197183098594,0.0,0
2024-02-28,0.6395759717314489,0.5066666666666667,0.2583333333333321,0.4788732394366196,0.0,0
2024-02-29,0.48056537102473507,0.72,0.41944444444444506,0.22887323943661972,0.0,0
2024-03-01,0.46643109540636046,0.64,0.41944444444444506,0.28873239436619713,0.0,0
2024-03-02,0.4522968197879859,0.5866666666666667,0.5055555555555569,0.3626760563380282,0.0,0
2024-03-03,0.3851590106007067,0.5866666666666667,0.5638888888888877,0.306338028169014,0.0,0
2024-03-04,0.4558303886925795,0.5466666666666666,0.5277777777777778,0.2323943661971831,0.0,0
2024-03-05,0.6254416961130742,0.2,0.4249999999999987,0.1971830985915493,0.0,0
2024-03-06,0.607773851590106,0.4266666666666667,0.46111111111111175,0.27112676056338025,0.0,0
2024-03-07,0.5830388692579506,0.56,0.5611111111111123,0.21830985915492956,0.0,0
2024-03-08,0.7385159010600707,0.22666666666666666,0.4805555555555543,0.25,0.0,0
2024-03-09,0.8869257950530036,0.14666666666666667,0.38611111111111046,0.48943661971830976,0.0,0
2024-03-10,0.8692579505300355,0.12,0.4666666666666654,0.4401408450704225,0.0,0
2024-03-11,0.8727915194346291,0.10666666666666667,0.44166666666666604,0.3838028169014084,0.0,0
2024-03-12,0.745583038869258,0.28,0.3888888888888889,0.3697183098591549,0.0,0
2024-03-13,0.6819787985865725,0.4533333333333333,0.3611111111111111,0.2605633802816901,0.0,0
2024-03-14,0.508833922261484,0.6266666666666667,0.375,0.2605633802816901,0.0,0
2024-03-15,0.5441696113074205,0.48,0.40555555555555617,0.23943661971830985,0.1,0
2024-03-16,0.6254416961130742,0.5066666666666667,0.3277777777777765,0.16901408450704222,0.0,0
2024-03-17,0.6113074204946998,0.6266666666666667,0.22777777777777905,0.2535211267605634,0.7,1
2024-03-18,0.6007067137809188,0.6666666666666666,0.22777777777777905,0.3838028169014084,0.0,0
2024-03-19,0.42402826855123676,0.7333333333333333,0.41944444444444506,0.5633802816901408,0.4,1
2024-03-20,0.3250883392226149,0.4533333333333333,0.7583333333333321,0.4788732394366196,0.0,0
2024-03-21,0.3356890459363958,0.4,0.7388888888888864,0.2816901408450704,0.0,0
2024-03-22,0.3250883392226149,0.6266666666666667,0.6583333333333345,0.34507042253521125,0.0,0
2024-03-23,0.34628975265017675,0.6133333333333333,0.7166666666666655,0.5422535211267605,0.0,0
2024-03-24,0.30742049469964666,0.6533333333333333,0.7138888888888901,0.3345070422535211,0.0,0
2024-03-25,0.2968197879858658,0.7466666666666667,0.625,0.20422535211267603,0.0,0
